sequence_name,max_consecutive,name,score,evalue,alignments
SARS-CoV-2-conservedstructured-9,6,hsa-miR-582-3p,43.0,408.0,||||||
SARS-CoV-2-conservedstructured-10,7,hsa-miR-576-3p,61.0,13.0,|||||||
SARS-CoV-2-conservedstructured-10,6,hsa-miR-1264,60.0,16.0,||||||
SARS-CoV-2-conservedstructured-10,3,hsa-miR-511-3p,59.0,20.0,|||
SARS-CoV-2-conservedstructured-10,4,hsa-miR-511-3p,50.0,110.0,||||
SARS-CoV-2-conservedstructured-10,1,hsa-miR-576-3p,45.0,287.0,|
SARS-CoV-2-conservedstructured-10,1,hsa-miR-511-3p,41.0,616.0,|
SARS-CoV-2-conservedstructured-11,8,hsa-miR-20a-3p,60.0,16.0,||||||||
SARS-CoV-2-conservedstructured-11,6,hsa-miR-624-3p,60.0,16.0,||||||
SARS-CoV-2-conservedstructured-11,12,hsa-miR-6838-5p,60.0,16.0,||||||||||||
SARS-CoV-2-conservedstructured-11,4,hsa-miR-507,59.0,20.0,||||
SARS-CoV-2-conservedstructured-11,1,hsa-miR-6838-5p,45.0,287.0,|
SARS-CoV-2-conservedstructured-11,8,hsa-miR-507,41.0,616.0,||||||||
SARS-CoV-2-conservedstructured-11,2,hsa-miR-624-3p,40.0,747.0,||
SARS-CoV-2-conservedstructured-11,5,hsa-miR-20a-3p,39.0,904.0,|||||
SARS-CoV-2-conservedstructured-12,2,hsa-miR-3662,61.0,13.0,||
SARS-CoV-2-conservedstructured-12,1,hsa-miR-4503,58.0,24.0,|
SARS-CoV-2-conservedstructured-12,9,hsa-miR-449c-3p,56.0,35.0,|||||||||
SARS-CoV-2-conservedstructured-12,7,hsa-miR-3662,43.0,420.0,|||||||
SARS-CoV-2-conservedstructured-13,2,hsa-miR-4789-5p,63.0,9.1,||
SARS-CoV-2-conservedstructured-13,2,hsa-miR-4789-3p,58.0,24.0,||
SARS-CoV-2-conservedstructured-13,6,hsa-miR-3115,57.0,29.0,||||||
SARS-CoV-2-conservedstructured-13,5,hsa-miR-4789-5p,45.0,287.0,|||||
SARS-CoV-2-conservedstructured-13,2,hsa-miR-4789-3p,41.0,616.0,||
SARS-CoV-2-conservedstructured-14,9,hsa-miR-301a-5p,62.0,11.0,|||||||||
SARS-CoV-2-conservedstructured-14,1,hsa-miR-342-5p,60.0,16.0,|
SARS-CoV-2-conservedstructured-14,4,hsa-miR-1244,60.0,16.0,||||
SARS-CoV-2-conservedstructured-14,2,hsa-miR-548ac,60.0,16.0,||
SARS-CoV-2-conservedstructured-14,5,hsa-miR-1261,59.0,20.0,|||||
SARS-CoV-2-conservedstructured-14,9,hsa-miR-3164,58.0,24.0,|||||||||
SARS-CoV-2-conservedstructured-14,3,hsa-miR-1244,45.0,287.0,|||
SARS-CoV-2-conservedstructured-15,2,hsa-miR-3606-5p,68.0,3.5,||
SARS-CoV-2-conservedstructured-15,3,hsa-miR-3910,59.0,20.0,|||
SARS-CoV-2-conservedstructured-15,7,hsa-miR-4802-5p,57.0,29.0,|||||||
SARS-CoV-2-conservedstructured-15,11,hsa-miR-10393-3p,57.0,29.0,|||||||||||
SARS-CoV-2-conservedstructured-16,1,hsa-miR-15b-5p,63.0,9.1,|
SARS-CoV-2-conservedstructured-16,12,hsa-miR-187-3p,60.0,16.0,||||||||||||
SARS-CoV-2-conservedstructured-16,1,hsa-miR-15b-5p,43.0,420.0,|
SARS-CoV-2-conservedstructured-17,13,hsa-miR-2276-3p,65.0,6.2,|||||||||||||
SARS-CoV-2-conservedstructured-17,2,hsa-miR-7853-5p,64.0,7.5,||
SARS-CoV-2-conservedstructured-17,11,hsa-miR-1285-3p,62.0,11.0,|||||||||||
SARS-CoV-2-conservedstructured-17,1,hsa-miR-513b-3p,60.0,16.0,|
SARS-CoV-2-conservedstructured-17,12,hsa-miR-12124,60.0,16.0,||||||||||||
SARS-CoV-2-conservedstructured-17,3,hsa-miR-4797-5p,59.0,20.0,|||
SARS-CoV-2-conservedstructured-17,3,hsa-miR-4797-3p,59.0,20.0,|||
SARS-CoV-2-conservedstructured-17,2,hsa-miR-8082,57.0,29.0,||
SARS-CoV-2-conservedstructured-17,5,hsa-miR-4797-5p,41.0,616.0,|||||
SARS-CoV-2-conservedstructured-17,5,hsa-miR-4797-3p,41.0,616.0,|||||
SARS-CoV-2-conservedstructured-17,1,hsa-miR-7853-5p,41.0,616.0,|
SARS-CoV-2-conservedstructured-18,5,hsa-miR-182-5p,65.0,6.2,|||||
SARS-CoV-2-conservedstructured-18,6,hsa-miR-1264,60.0,16.0,||||||
SARS-CoV-2-conservedstructured-19,2,hsa-miR-30b-5p,65.0,6.2,||
SARS-CoV-2-conservedstructured-19,3,hsa-miR-5696,60.0,16.0,|||
SARS-CoV-2-conservedstructured-19,8,hsa-miR-6739-3p,60.0,16.0,||||||||
SARS-CoV-2-conservedstructured-19,2,hsa-miR-5696,55.0,42.0,||
SARS-CoV-2-conservedstructured-19,1,hsa-miR-30b-5p,42.0,509.0,|
SARS-CoV-2-conservedstructured-20,6,hsa-miR-3202,60.0,16.0,||||||
SARS-CoV-2-conservedstructured-20,2,hsa-miR-95-5p,59.0,20.0,||
SARS-CoV-2-conservedstructured-20,6,hsa-miR-520g-5p,58.0,24.0,||||||
SARS-CoV-2-conservedstructured-20,3,hsa-miR-645,57.0,29.0,|||
SARS-CoV-2-conservedstructured-20,2,hsa-miR-520g-5p,39.0,904.0,||
SARS-CoV-2-conservedstructured-21,3,hsa-miR-649,60.0,16.0,|||
SARS-CoV-2-conservedstructured-21,4,hsa-miR-29a-5p,59.0,19.0,||||
SARS-CoV-2-conservedstructured-21,10,hsa-miR-4509,59.0,19.0,||||||||||
SARS-CoV-2-conservedstructured-21,2,hsa-miR-649,43.0,403.0,||
SARS-CoV-2-conservedstructured-21,7,hsa-miR-29a-5p,39.0,868.0,|||||||
SARS-CoV-2-conservedstructured-22,2,hsa-miR-6874-3p,64.0,7.5,||
SARS-CoV-2-conservedstructured-22,2,hsa-miR-194-3p,59.0,20.0,||
SARS-CoV-2-conservedstructured-22,4,hsa-miR-6809-5p,59.0,20.0,||||
SARS-CoV-2-conservedstructured-22,3,hsa-miR-3671,57.0,29.0,|||
SARS-CoV-2-conservedstructured-22,6,hsa-miR-4719,57.0,29.0,||||||
SARS-CoV-2-conservedstructured-22,2,hsa-miR-3976,56.0,35.0,||
SARS-CoV-2-conservedstructured-22,4,hsa-miR-4756-3p,56.0,35.0,||||
SARS-CoV-2-conservedstructured-22,2,hsa-miR-4719,45.0,287.0,||
SARS-CoV-2-conservedstructured-22,1,hsa-miR-3671,40.0,747.0,|
SARS-CoV-2-conservedstructured-22,8,hsa-miR-6809-5p,40.0,747.0,||||||||
SARS-CoV-2-conservedstructured-23,3,hsa-miR-4778-3p,67.0,4.2,|||
SARS-CoV-2-conservedstructured-23,5,hsa-miR-3675-3p,62.0,11.0,|||||
SARS-CoV-2-conservedstructured-23,2,hsa-miR-6730-5p,61.0,13.0,||
SARS-CoV-2-conservedstructured-23,12,hsa-miR-627-5p,60.0,16.0,||||||||||||
SARS-CoV-2-conservedstructured-23,4,hsa-miR-627-5p,44.0,347.0,||||
SARS-CoV-2-conservedstructured-23,6,hsa-miR-6730-5p,44.0,347.0,||||||
SARS-CoV-2-conservedstructured-24,9,hsa-miR-4251,66.0,5.1,|||||||||
SARS-CoV-2-conservedstructured-24,5,hsa-miR-3121-3p,61.0,13.0,|||||
SARS-CoV-2-conservedstructured-24,9,hsa-miR-95-5p,61.0,13.0,|||||||||
SARS-CoV-2-conservedstructured-24,2,hsa-let-7e-5p,59.0,20.0,||
SARS-CoV-2-conservedstructured-24,5,hsa-miR-744-3p,59.0,20.0,|||||
SARS-CoV-2-conservedstructured-24,5,hsa-miR-582-3p,58.0,24.0,|||||
SARS-CoV-2-conservedstructured-24,2,hsa-miR-582-3p,45.0,287.0,||
SARS-CoV-2-conservedstructured-24,3,hsa-miR-744-3p,42.0,509.0,|||
SARS-CoV-2-conservedstructured-24,3,hsa-miR-744-3p,42.0,509.0,|||
SARS-CoV-2-conservedstructured-25,2,hsa-miR-8076,70.0,2.4,||
SARS-CoV-2-conservedstructured-25,7,hsa-miR-1206,69.0,2.9,|||||||
SARS-CoV-2-conservedstructured-25,2,hsa-miR-6721-5p,61.0,13.0,||
SARS-CoV-2-conservedstructured-25,1,hsa-miR-582-3p,60.0,16.0,|
SARS-CoV-2-conservedstructured-25,3,hsa-let-7d-5p,58.0,24.0,|||
SARS-CoV-2-conservedstructured-25,3,hsa-let-7d-5p,49.0,133.0,|||
SARS-CoV-2-conservedstructured-25,6,hsa-miR-582-3p,43.0,420.0,||||||
SARS-CoV-2-conservedstructured-26,9,hsa-miR-449c-3p,61.0,13.0,|||||||||
SARS-CoV-2-conservedstructured-26,8,hsa-miR-191-3p,59.0,20.0,||||||||
SARS-CoV-2-conservedstructured-26,1,hsa-miR-4503,58.0,24.0,|
SARS-CoV-2-conservedstructured-27,13,hsa-miR-3917,68.0,3.5,|||||||||||||
SARS-CoV-2-conservedstructured-27,3,hsa-miR-628-5p,60.0,16.0,|||
SARS-CoV-2-conservedstructured-27,2,hsa-miR-628-5p,40.0,747.0,||
SARS-CoV-2-conservedstructured-29,3,hsa-miR-548m,64.0,7.5,|||
SARS-CoV-2-conservedstructured-29,4,hsa-miR-3613-5p,63.0,9.1,||||
SARS-CoV-2-conservedstructured-29,8,hsa-miR-6128,59.0,20.0,||||||||
SARS-CoV-2-conservedstructured-29,3,hsa-miR-3925-3p,58.0,24.0,|||
SARS-CoV-2-conservedstructured-29,2,hsa-miR-4677-5p,57.0,29.0,||
SARS-CoV-2-conservedstructured-29,9,hsa-miR-3925-3p,46.0,237.0,|||||||||
SARS-CoV-2-conservedstructured-29,2,hsa-miR-3613-5p,45.0,287.0,||
SARS-CoV-2-conservedstructured-29,9,hsa-miR-4677-5p,45.0,287.0,|||||||||
SARS-CoV-2-conservedstructured-29,9,hsa-miR-4677-5p,45.0,287.0,|||||||||
SARS-CoV-2-conservedstructured-29,6,hsa-miR-3613-5p,44.0,347.0,||||||
SARS-CoV-2-conservedstructured-29,2,hsa-miR-3925-3p,43.0,420.0,||
SARS-CoV-2-conservedstructured-29,2,hsa-miR-6128,43.0,420.0,||
SARS-CoV-2-conservedstructured-29,2,hsa-miR-4677-5p,42.0,509.0,||
SARS-CoV-2-conservedstructured-29,2,hsa-miR-3613-5p,41.0,616.0,||
SARS-CoV-2-conservedstructured-29,1,hsa-miR-3613-5p,41.0,616.0,|
SARS-CoV-2-conservedstructured-29,5,hsa-miR-3613-5p,41.0,616.0,|||||
SARS-CoV-2-conservedstructured-29,4,hsa-miR-3613-5p,40.0,747.0,||||
SARS-CoV-2-conservedstructured-30,6,hsa-miR-5681b,67.0,4.2,||||||
SARS-CoV-2-conservedstructured-30,1,hsa-miR-1322,63.0,9.1,|
SARS-CoV-2-conservedstructured-30,3,hsa-miR-451b,63.0,9.1,|||
SARS-CoV-2-conservedstructured-30,2,hsa-miR-6511b-5p,63.0,9.1,||
SARS-CoV-2-conservedstructured-30,7,hsa-miR-9851-5p,60.0,16.0,|||||||
SARS-CoV-2-conservedstructured-30,3,hsa-miR-1322,48.0,161.0,|||
SARS-CoV-2-conservedstructured-30,5,hsa-miR-451b,46.0,237.0,|||||
SARS-CoV-2-conservedstructured-30,4,hsa-miR-9851-5p,43.0,420.0,||||
SARS-CoV-2-conservedstructured-30,2,hsa-miR-1322,41.0,616.0,||
SARS-CoV-2-conservedstructured-30,8,hsa-miR-1322,41.0,616.0,||||||||
SARS-CoV-2-conservedstructured-30,5,hsa-miR-1322,41.0,616.0,|||||
SARS-CoV-2-conservedstructured-30,3,hsa-miR-451b,41.0,616.0,|||
SARS-CoV-2-conservedstructured-30,3,hsa-miR-1322,40.0,747.0,|||
SARS-CoV-2-conservedstructured-31,7,hsa-miR-582-5p,58.0,24.0,|||||||
SARS-CoV-2-conservedstructured-31,7,hsa-miR-582-3p,58.0,24.0,|||||||
SARS-CoV-2-conservedstructured-31,1,hsa-miR-582-5p,41.0,616.0,|
SARS-CoV-2-conservedstructured-31,1,hsa-miR-582-3p,41.0,616.0,|
SARS-CoV-2-conservedstructured-32,5,hsa-miR-378c,71.0,2.0,|||||
SARS-CoV-2-conservedstructured-32,2,hsa-miR-30b-5p,65.0,6.2,||
SARS-CoV-2-conservedstructured-32,3,hsa-miR-5696,60.0,16.0,|||
SARS-CoV-2-conservedstructured-32,2,hsa-miR-5696,55.0,42.0,||
SARS-CoV-2-conservedstructured-32,1,hsa-miR-30b-5p,42.0,509.0,|
SARS-CoV-2-conservedstructured-33,3,hsa-miR-3682-5p,68.0,3.5,|||
SARS-CoV-2-conservedstructured-33,4,hsa-miR-411-5p,63.0,9.1,||||
SARS-CoV-2-conservedstructured-33,4,hsa-miR-379-5p,58.0,24.0,||||
SARS-CoV-2-conservedstructured-33,1,hsa-miR-411-5p,41.0,616.0,|
SARS-CoV-2-conservedstructured-34,4,hsa-miR-6837-3p,62.0,11.0,||||
SARS-CoV-2-conservedstructured-34,7,hsa-miR-4798-3p,61.0,13.0,|||||||
SARS-CoV-2-conservedstructured-34,12,hsa-miR-668-3p,60.0,16.0,||||||||||||
SARS-CoV-2-conservedstructured-34,3,hsa-miR-6837-3p,41.0,604.0,|||
SARS-CoV-2-conservedstructured-35,2,hsa-miR-136-5p,67.0,4.2,||
SARS-CoV-2-conservedstructured-35,3,hsa-miR-607,58.0,24.0,|||
SARS-CoV-2-conservedstructured-35,7,hsa-miR-3938,57.0,29.0,|||||||
SARS-CoV-2-conservedstructured-35,2,hsa-miR-6500-3p,57.0,29.0,||
SARS-CoV-2-conservedstructured-35,3,hsa-miR-153-5p,57.0,29.0,|||
SARS-CoV-2-conservedstructured-35,4,hsa-miR-136-5p,47.0,195.0,||||
SARS-CoV-2-conservedstructured-36,12,hsa-miR-187-3p,60.0,16.0,||||||||||||
SARS-CoV-2-conservedstructured-36,3,hsa-miR-187-3p,46.0,232.0,|||
SARS-CoV-2-conservedstructured-37,3,ath-miR860,73.0,1.3,|||
SARS-CoV-2-conservedstructured-37,2,lja-miR11103b-5p,69.0,2.9,||
SARS-CoV-2-conservedstructured-37,2,lja-miR11103c-5p,69.0,2.9,||
SARS-CoV-2-conservedstructured-37,13,cte-miR-263,67.0,4.2,|||||||||||||
SARS-CoV-2-conservedstructured-37,13,lgi-miR-263a,67.0,4.2,|||||||||||||
SARS-CoV-2-conservedstructured-37,9,mmu-miR-221-5p,67.0,4.2,|||||||||
SARS-CoV-2-conservedstructured-37,4,gma-miR482a-5p,67.0,4.2,||||
SARS-CoV-2-conservedstructured-37,9,ssc-miR-221-5p,67.0,4.2,|||||||||
SARS-CoV-2-conservedstructured-37,9,cgr-miR-221-5p,67.0,4.2,|||||||||
SARS-CoV-2-conservedstructured-37,9,gga-miR-221-5p,67.0,4.2,|||||||||
SARS-CoV-2-conservedstructured-37,9,mml-miR-221-5p,67.0,4.2,|||||||||
SARS-CoV-2-conservedstructured-37,9,tgu-miR-221-5p,67.0,4.2,|||||||||
SARS-CoV-2-conservedstructured-37,9,dre-miR-221-5p,67.0,4.2,|||||||||
SARS-CoV-2-conservedstructured-37,9,efu-miR-221,67.0,4.2,|||||||||
SARS-CoV-2-conservedstructured-37,11,aae-miR-11924,67.0,4.2,|||||||||||
SARS-CoV-2-conservedstructured-37,9,cpo-miR-221-5p,67.0,4.2,|||||||||
SARS-CoV-2-conservedstructured-37,9,dno-miR-221-5p,67.0,4.2,|||||||||
SARS-CoV-2-conservedstructured-37,9,ocu-miR-221-5p,67.0,4.2,|||||||||
SARS-CoV-2-conservedstructured-37,13,mmu-miR-183-5p,66.0,5.1,|||||||||||||
SARS-CoV-2-conservedstructured-37,13,hsa-miR-183-5p,66.0,5.1,|||||||||||||
SARS-CoV-2-conservedstructured-37,13,rno-miR-183-5p,66.0,5.1,|||||||||||||
SARS-CoV-2-conservedstructured-37,13,gga-miR-183,66.0,5.1,|||||||||||||
SARS-CoV-2-conservedstructured-37,13,dre-miR-183-5p,66.0,5.1,|||||||||||||
SARS-CoV-2-conservedstructured-37,13,ssc-miR-183,66.0,5.1,|||||||||||||
SARS-CoV-2-conservedstructured-37,13,mml-miR-183-5p,66.0,5.1,|||||||||||||
SARS-CoV-2-conservedstructured-37,13,ptr-miR-183,66.0,5.1,|||||||||||||
SARS-CoV-2-conservedstructured-37,13,ggo-miR-183,66.0,5.1,|||||||||||||
SARS-CoV-2-conservedstructured-37,13,sla-miR-183,66.0,5.1,|||||||||||||
SARS-CoV-2-conservedstructured-37,13,mne-miR-183,66.0,5.1,|||||||||||||
SARS-CoV-2-conservedstructured-37,13,ppa-miR-183,66.0,5.1,|||||||||||||
SARS-CoV-2-conservedstructured-37,13,fru-miR-183,66.0,5.1,|||||||||||||
SARS-CoV-2-conservedstructured-37,13,tni-miR-183,66.0,5.1,|||||||||||||
SARS-CoV-2-conservedstructured-37,13,xtr-miR-183,66.0,5.1,|||||||||||||
SARS-CoV-2-conservedstructured-37,13,mdo-miR-183-5p,66.0,5.1,|||||||||||||
SARS-CoV-2-conservedstructured-37,13,cin-miR-183-5p,66.0,5.1,|||||||||||||
SARS-CoV-2-conservedstructured-37,13,cfa-miR-183,66.0,5.1,|||||||||||||
SARS-CoV-2-conservedstructured-37,13,oan-miR-183,66.0,5.1,|||||||||||||
SARS-CoV-2-conservedstructured-37,13,bta-miR-183,66.0,5.1,|||||||||||||
SARS-CoV-2-conservedstructured-37,13,bfl-miR-183,66.0,5.1,|||||||||||||
SARS-CoV-2-conservedstructured-37,13,lgi-miR-263b,66.0,5.1,|||||||||||||
SARS-CoV-2-conservedstructured-37,13,eca-miR-183,66.0,5.1,|||||||||||||
SARS-CoV-2-conservedstructured-37,13,ppy-miR-183,66.0,5.1,|||||||||||||
SARS-CoV-2-conservedstructured-37,13,rno-miR-3553,66.0,5.1,|||||||||||||
SARS-CoV-2-conservedstructured-37,13,pma-miR-183-5p,66.0,5.1,|||||||||||||
SARS-CoV-2-conservedstructured-37,13,ola-miR-183-5p,66.0,5.1,|||||||||||||
SARS-CoV-2-conservedstructured-37,13,cgr-miR-183,66.0,5.1,|||||||||||||
SARS-CoV-2-conservedstructured-37,13,tgu-miR-183,66.0,5.1,|||||||||||||
SARS-CoV-2-conservedstructured-37,13,ccr-miR-183,66.0,5.1,|||||||||||||
SARS-CoV-2-conservedstructured-37,13,ipu-miR-183,66.0,5.1,|||||||||||||
SARS-CoV-2-conservedstructured-37,13,hhi-miR-183,66.0,5.1,|||||||||||||
SARS-CoV-2-conservedstructured-37,13,bbe-miR-183-5p,66.0,5.1,|||||||||||||
SARS-CoV-2-conservedstructured-37,13,ssa-miR-183-5p,66.0,5.1,|||||||||||||
SARS-CoV-2-conservedstructured-37,13,chi-miR-183,66.0,5.1,|||||||||||||
SARS-CoV-2-conservedstructured-37,13,tch-miR-183-5p,66.0,5.1,|||||||||||||
SARS-CoV-2-conservedstructured-37,13,oha-miR-183-5p,66.0,5.1,|||||||||||||
SARS-CoV-2-conservedstructured-37,13,cpi-miR-183-5p,66.0,5.1,|||||||||||||
SARS-CoV-2-conservedstructured-37,13,ami-miR-183-5p,66.0,5.1,|||||||||||||
SARS-CoV-2-conservedstructured-37,13,cli-miR-183-5p,66.0,5.1,|||||||||||||
SARS-CoV-2-conservedstructured-37,13,pbv-miR-183-5p,66.0,5.1,|||||||||||||
SARS-CoV-2-conservedstructured-37,13,cja-miR-183,66.0,5.1,|||||||||||||
SARS-CoV-2-conservedstructured-37,13,pal-miR-183-5p,66.0,5.1,|||||||||||||
SARS-CoV-2-conservedstructured-37,13,sfr-miR-10473-5p,66.0,5.1,|||||||||||||
SARS-CoV-2-conservedstructured-37,13,abu-miR-183,66.0,5.1,|||||||||||||
SARS-CoV-2-conservedstructured-37,13,mze-miR-183,66.0,5.1,|||||||||||||
SARS-CoV-2-conservedstructured-37,13,nbr-miR-183,66.0,5.1,|||||||||||||
SARS-CoV-2-conservedstructured-37,13,oni-miR-183,66.0,5.1,|||||||||||||
SARS-CoV-2-conservedstructured-37,13,pny-miR-183,66.0,5.1,|||||||||||||
SARS-CoV-2-conservedstructured-37,13,gmo-miR-183-5p,66.0,5.1,|||||||||||||
SARS-CoV-2-conservedstructured-37,13,xla-miR-183-5p,66.0,5.1,|||||||||||||
SARS-CoV-2-conservedstructured-37,13,cpo-miR-183-5p,66.0,5.1,|||||||||||||
SARS-CoV-2-conservedstructured-37,13,dno-miR-183-5p,66.0,5.1,|||||||||||||
SARS-CoV-2-conservedstructured-37,13,ocu-miR-183-5p,66.0,5.1,|||||||||||||
SARS-CoV-2-conservedstructured-37,13,mle-miR-263a-5p,66.0,5.1,|||||||||||||
SARS-CoV-2-conservedstructured-37,4,pma-miR-4557,65.0,6.2,||||
SARS-CoV-2-conservedstructured-37,2,mtr-miR5208d,65.0,6.2,||
SARS-CoV-2-conservedstructured-37,2,stu-miR8026,65.0,6.2,||
SARS-CoV-2-conservedstructured-37,3,aly-miR860-3p,64.0,7.5,|||
SARS-CoV-2-conservedstructured-37,9,hco-miR-5928d,64.0,7.5,|||||||||
SARS-CoV-2-conservedstructured-37,1,prd-miR-9b-5p,64.0,7.5,|
SARS-CoV-2-conservedstructured-37,1,bma-miR-36d-3p,64.0,7.5,|
SARS-CoV-2-conservedstructured-37,3,cas-miR860,64.0,7.5,|||
SARS-CoV-2-conservedstructured-37,1,crm-miR-79-5p,63.0,9.1,|
SARS-CoV-2-conservedstructured-37,4,pma-miR-451,63.0,9.1,||||
SARS-CoV-2-conservedstructured-37,6,oni-miR-10870,63.0,9.1,||||||
SARS-CoV-2-conservedstructured-37,10,bmo-miR-2814,62.0,11.0,||||||||||
SARS-CoV-2-conservedstructured-37,12,aca-let-7e-3p,62.0,11.0,||||||||||||
SARS-CoV-2-conservedstructured-37,2,prd-miR-7937-5p,62.0,11.0,||
SARS-CoV-2-conservedstructured-37,3,eca-miR-9074,62.0,11.0,|||
SARS-CoV-2-conservedstructured-37,12,oha-let-7a-2-3p,62.0,11.0,||||||||||||
SARS-CoV-2-conservedstructured-37,12,oha-let-7f-1-3p,62.0,11.0,||||||||||||
SARS-CoV-2-conservedstructured-37,12,oha-let-7e-3p,62.0,11.0,||||||||||||
SARS-CoV-2-conservedstructured-37,12,pal-let-7a-3p,61.0,13.0,||||||||||||
SARS-CoV-2-conservedstructured-37,12,cgr-let-7c-2,61.0,13.0,||||||||||||
SARS-CoV-2-conservedstructured-37,4,egr-miR-277b-3p,61.0,13.0,||||
SARS-CoV-2-conservedstructured-37,4,emu-miR-277b-3p,61.0,13.0,||||
SARS-CoV-2-conservedstructured-37,12,gmo-let-7e-3p,61.0,13.0,||||||||||||
SARS-CoV-2-conservedstructured-37,12,xla-let-7e-3p,61.0,13.0,||||||||||||
SARS-CoV-2-conservedstructured-37,12,cpo-let-7a-3p,61.0,13.0,||||||||||||
SARS-CoV-2-conservedstructured-37,12,dno-let-7a-3p,61.0,13.0,||||||||||||
SARS-CoV-2-conservedstructured-37,12,ocu-let-7a-3p,61.0,13.0,||||||||||||
SARS-CoV-2-conservedstructured-37,2,sfr-miR-10473-5p,48.0,161.0,||
