sequence_name,max_consecutive,name,score,evalue,alignments
SARS-related-conserved-28 25106-25128,6,hsa-miR-554,47.0,138.0,||||||
SARS-related-conserved-28 25106-25128,3,hsa-miR-3675-3p,47.0,138.0,|||
SARS-related-conserved-29 26232-26267,1,hsa-miR-10522-5p,60.0,13.0,|
SARS-related-conserved-29 26232-26267,3,hsa-miR-4711-5p,59.0,15.0,|||
SARS-related-conserved-29 26232-26267,7,hsa-miR-3664-5p,58.0,19.0,|||||||
SARS-related-conserved-29 26232-26267,2,hsa-miR-6885-5p,57.0,22.0,||
SARS-related-conserved-29 26232-26267,2,hsa-miR-362-3p,54.0,40.0,||
SARS-related-conserved-29 26232-26267,5,hsa-miR-3121-3p,51.0,71.0,|||||
SARS-related-conserved-29 26232-26267,6,hsa-miR-5197-5p,51.0,71.0,||||||
SARS-related-conserved-29 26232-26267,2,hsa-miR-6770-5p,51.0,71.0,||
SARS-related-conserved-29 26232-26267,4,hsa-miR-6770-5p,45.0,223.0,||||
SARS-related-conserved-29 26232-26267,5,hsa-miR-362-3p,44.0,270.0,|||||
SARS-related-conserved-29 26232-26267,7,hsa-miR-3664-5p,41.0,480.0,|||||||
SARS-related-conserved-30 28270-28293,1,hsa-let-7g-5p,59.0,15.0,|
