score,name
79,hsa-miR-3613-5p
79,hsa-miR-624-3p
79,hsa-miR-103b
79,hsa-miR-449b-3p
79,hsa-miR-3910
79,hsa-miR-4801
79,hsa-miR-1303
79,hsa-miR-6512-5p
79,hsa-miR-1256
78,hsa-miR-4684-3p
78,hsa-miR-6835-3p
78,hsa-miR-5590-3p
78,hsa-miR-142-5p
78,hsa-miR-4282
78,hsa-miR-548t-3p
78,hsa-miR-548ap-3p
78,hsa-miR-548aa
78,hsa-miR-4262
77,hsa-miR-4731-3p
77,hsa-miR-3912-5p
77,hsa-miR-5684
77,hsa-miR-23c
77,hsa-miR-23b-3p
77,hsa-miR-23a-3p
77,hsa-miR-3065-3p
77,hsa-miR-585-5p
77,hsa-miR-325
77,hsa-miR-4310
76,hsa-miR-758-5p
76,hsa-miR-548p
76,hsa-miR-6875-5p
76,hsa-miR-181a-2-3p
75,hsa-miR-8054
75,hsa-miR-548k
75,hsa-miR-548av-5p
75,hsa-miR-548aw
75,hsa-miR-1244
75,hsa-miR-4744
75,hsa-miR-3925-5p
75,hsa-miR-5195-3p
75,hsa-miR-145-5p
74,hsa-miR-4524b-5p
74,hsa-miR-4524a-5p
74,hsa-miR-5087
74,hsa-miR-548x-5p
74,hsa-miR-548g-5p
74,hsa-miR-548f-5p
74,hsa-miR-548aj-5p
74,hsa-miR-6502-3p
74,hsa-miR-6509-5p
73,hsa-miR-3191-5p
73,hsa-miR-653-5p
73,hsa-miR-374a-3p
73,hsa-miR-4766-3p
73,hsa-miR-497-3p
73,hsa-miR-4328
73,hsa-miR-545-3p
73,hsa-miR-346
73,hsa-miR-802
72,hsa-miR-3529-3p
72,hsa-miR-4501
72,hsa-miR-493-5p
72,hsa-miR-500a-5p
72,hsa-miR-6732-3p
72,hsa-miR-139-5p
72,hsa-miR-1181
71,hsa-miR-548n
71,hsa-miR-12114
71,hsa-miR-324-3p
71,hsa-miR-583
71,hsa-miR-6832-5p
71,hsa-miR-200a-3p
71,hsa-miR-141-3p
71,hsa-miR-7978
71,hsa-miR-4786-3p
71,hsa-miR-616-3p
71,hsa-miR-498-3p
70,hsa-miR-7-2-3p
70,hsa-miR-7-1-3p
70,hsa-miR-503-5p
70,hsa-miR-144-3p
70,hsa-miR-451b
70,hsa-miR-3934-5p
70,hsa-miR-100-3p
70,hsa-miR-4753-3p
70,hsa-miR-8068
69,hsa-miR-548m
69,hsa-miR-153-3p
69,hsa-miR-1226-3p
69,hsa-miR-29b-1-5p
69,hsa-miR-6837-3p
69,hsa-miR-548as-3p
69,hsa-miR-942-5p
69,hsa-miR-101-3p
69,hsa-miR-3692-3p
69,hsa-miR-302e
69,hsa-miR-6805-3p
69,hsa-miR-5691
68,hsa-miR-595
68,hsa-miR-3680-3p
68,hsa-miR-4760-3p
67,hsa-miR-4422
67,hsa-miR-646
67,hsa-miR-3185
67,hsa-miR-197-3p
66,hsa-miR-548g-3p
66,hsa-miR-20a-3p
66,hsa-miR-3606-5p
66,hsa-miR-26a-2-3p
66,hsa-miR-26a-1-3p
66,hsa-miR-4711-3p
66,hsa-miR-4703-3p
66,hsa-miR-548e-5p
66,hsa-miR-411-3p
66,hsa-miR-379-3p
66,hsa-miR-7157-5p
66,hsa-miR-3149
66,hsa-miR-4733-3p
66,hsa-miR-4255
65,hsa-miR-31-5p
65,hsa-miR-6776-3p
65,hsa-miR-499b-3p
65,hsa-miR-499a-3p
65,hsa-miR-494-5p
65,hsa-miR-6507-3p
65,hsa-miR-33b-5p
65,hsa-miR-33a-5p
65,hsa-miR-330-3p
65,hsa-miR-4772-3p
65,hsa-miR-4263
64,hsa-miR-4289
64,hsa-miR-548an
64,hsa-miR-219a-1-3p
64,hsa-miR-297
64,hsa-miR-302d-5p
64,hsa-miR-302b-5p
64,hsa-miR-1178-5p
64,hsa-miR-142-3p
64,hsa-miR-6802-5p
63,hsa-miR-3650
63,hsa-miR-548j-3p
63,hsa-miR-15b-3p
63,hsa-miR-3674
63,hsa-miR-548t-5p
63,hsa-miR-548az-5p
63,hsa-miR-95-5p
63,hsa-miR-181d-5p
63,hsa-miR-4468
63,hsa-miR-3618
63,hsa-miR-8063
63,hsa-miR-1227-3p
62,hsa-miR-15a-3p
62,hsa-miR-8055
62,hsa-let-7c-3p
62,hsa-miR-4703-5p
62,hsa-miR-410-5p
62,hsa-miR-323b-5p
62,hsa-miR-7844-5p
62,hsa-miR-6809-3p
62,hsa-miR-122b-5p
62,hsa-miR-140-3p
62,hsa-miR-219a-2-3p
61,hsa-miR-548aq-3p
61,hsa-miR-548am-3p
61,hsa-miR-548ah-3p
61,hsa-miR-548ae-3p
61,hsa-miR-3143
61,hsa-miR-4690-5p
61,hsa-miR-183-3p
61,hsa-miR-198
61,hsa-miR-570-5p
61,hsa-miR-548ba
61,hsa-miR-548ai
61,hsa-miR-548ag
61,hsa-miR-3667-3p
61,hsa-miR-6755-3p
61,hsa-miR-3121-5p
61,hsa-miR-4691-3p
61,hsa-miR-8081
61,hsa-miR-6529-5p
61,hsa-miR-10523-5p
60,hsa-miR-12119
60,hsa-miR-181c-5p
60,hsa-miR-181b-5p
60,hsa-miR-181a-5p
60,hsa-miR-498-5p
60,hsa-miR-4307
60,hsa-miR-3923
60,hsa-miR-4698
60,hsa-miR-4463
60,hsa-miR-125a-3p
60,hsa-miR-5696
60,hsa-miR-29b-2-5p
60,hsa-miR-3918
60,hsa-miR-4799-5p
59,hsa-miR-3126-5p
59,hsa-miR-507
59,hsa-miR-4483
59,hsa-miR-340-5p
59,hsa-miR-519c-3p
59,hsa-miR-519b-3p
59,hsa-miR-519a-3p
59,hsa-miR-4652-3p
59,hsa-miR-4469
59,hsa-miR-664a-3p
59,hsa-miR-3614-3p
58,hsa-miR-548x-3p
58,hsa-miR-548aj-3p
58,hsa-miR-4789-5p
58,hsa-miR-597-5p
58,hsa-miR-506-3p
58,hsa-miR-124-3p
58,hsa-miR-557
58,hsa-miR-103a-2-5p
58,hsa-miR-103a-1-5p
58,hsa-miR-584-5p
58,hsa-miR-4325
58,hsa-miR-4305
57,hsa-miR-6833-5p
57,hsa-miR-5011-3p
57,hsa-miR-4778-5p
57,hsa-miR-107
57,hsa-miR-103a-3p
57,hsa-miR-571
57,hsa-miR-1277-5p
57,hsa-miR-770-5p
57,hsa-miR-4712-5p
57,hsa-miR-3942-5p
57,hsa-miR-152-3p
57,hsa-miR-148b-3p
57,hsa-miR-148a-3p
56,hsa-miR-6796-3p
56,hsa-miR-510-3p
56,hsa-miR-4260
56,hsa-miR-299-5p
56,hsa-miR-1468-3p
56,hsa-miR-3121-3p
56,hsa-miR-7854-3p
56,hsa-miR-216b-3p
55,hsa-miR-4999-3p
55,hsa-miR-577
55,hsa-miR-5579-5p
55,hsa-miR-567
55,hsa-miR-1257
55,hsa-miR-154-3p
55,hsa-miR-5700
55,hsa-miR-1293
55,hsa-miR-4677-5p
55,hsa-miR-181c-3p
55,hsa-miR-6782-3p
55,hsa-miR-641
55,hsa-miR-3617-5p
54,hsa-miR-1276
54,hsa-miR-548ao-3p
54,hsa-miR-5585-3p
54,hsa-miR-624-5p
54,hsa-miR-6719-3p
54,hsa-miR-382-5p
54,hsa-miR-592
54,hsa-miR-411-5p
54,hsa-miR-607
54,hsa-miR-33a-3p
54,hsa-miR-4426
54,hsa-miR-643
53,hsa-miR-511-5p
53,hsa-miR-3662
53,hsa-miR-6757-5p
53,hsa-miR-5680
53,hsa-miR-3152-3p
53,hsa-miR-4760-5p
53,hsa-miR-4536-5p
53,hsa-miR-6762-3p
53,hsa-miR-514b-3p
53,hsa-miR-514a-3p
53,hsa-miR-4694-3p
53,hsa-miR-376c-3p
53,hsa-miR-4775
53,hsa-miR-302d-3p
53,hsa-miR-302c-3p
53,hsa-miR-302b-3p
53,hsa-miR-302a-3p
53,hsa-miR-548b-3p
52,hsa-miR-5693
52,hsa-miR-10b-3p
52,hsa-miR-6817-5p
52,hsa-miR-4769-3p
52,hsa-miR-4743-3p
52,hsa-miR-4742-5p
52,hsa-miR-7856-5p
52,hsa-miR-4803
52,hsa-miR-6509-3p
52,hsa-miR-6766-3p
52,hsa-miR-4782-3p
52,hsa-miR-219a-5p
52,hsa-miR-3688-5p
52,hsa-miR-6892-5p
52,hsa-miR-4275
52,hsa-miR-1258
52,hsa-miR-374b-3p
52,hsa-miR-135b-5p
52,hsa-miR-135a-5p
52,hsa-miR-518c-5p
52,hsa-miR-4267
52,hsa-miR-4678
52,hsa-miR-520d-3p
52,hsa-miR-520a-3p
52,hsa-miR-380-5p
52,hsa-miR-8078
51,hsa-miR-627-3p
51,hsa-miR-587
51,hsa-miR-1264
51,hsa-miR-5002-5p
51,hsa-miR-12120
51,hsa-miR-2053
51,hsa-miR-5572
51,hsa-miR-4793-5p
51,hsa-miR-450b-5p
51,hsa-miR-210-3p
51,hsa-miR-376a-2-5p
51,hsa-miR-5189-3p
51,hsa-miR-659-5p
50,hsa-miR-5582-5p
50,hsa-miR-4429
50,hsa-miR-320d
50,hsa-miR-320c
50,hsa-miR-320b
50,hsa-miR-320a-3p
50,hsa-miR-4642
50,hsa-miR-561-5p
50,hsa-miR-591
50,hsa-miR-328-3p
